ID,Title,Description,Launch Date,Developer,Publisher,Price,Discount %,Original Price,Discounted Price,Recent Reviews,Recent Positive %,Recent Review Summary,Total Reviews,Total Positive %,Total Review Summary,Rating Value,Best Rating,Worst Rating,Tags,URL
307960,IL-2 Sturmovik: Battle of Stalingrad,IL-2 Sturmovik: Battle of Stalingrad is the continuation of the legendary IL-2 Sturmovik series that has set the standard for PC combat flight games for more than ten years. This new entry into the series will offer virtual pilots an even more accurate simulation of the most famous air battles.,"22 Oct, 2014",1C Game Studios,1С-777 Limited,"46,99€",,,,,,,5076,81%,Very Positive,9,10,1,Realistic;Jet;VR;Simulation;Flight;World War II;Historical;War;First-Person;Multiplayer;Singleplayer;Atmospheric;Tanks;TrackIR;Controller;Wargame;Third Person;Military;PvP;Action,https://store.steampowered.com/app/307960/IL2_Sturmovik_Battle_of_Stalingrad/?snr=1_7_7_7000_150_12
621060,PC Building Simulator,"Build and grow your very own computer repair enterprise as you learn to diagnose, fix and build PCs. With real-world licensed components and comprehensive hardware and software simulation, you can plan and bring your ultimate PC to life.","29 Jan, 2019",Claudiu Kiss;The Irregular Corporation,The Irregular Corporation,"19,99€",,,,143,89%,Very Positive,38995,94%,Very Positive,9,10,1,Simulation;Education;Immersive Sim;Building;Management;Sandbox;First-Person;Life Sim;3D;Realistic;Casual;Relaxing;Singleplayer;Funny;Hardware;Puzzle;Modern;Inventory Management;Atmospheric;Indie,https://store.steampowered.com/app/621060/PC_Building_Simulator/?snr=1_7_7_7000_150_12
1295510,DRAGON QUEST® XI S: Echoes of an Elusive Age™ - Definitive Edition,"The Definitive Edition includes the critically acclaimed DRAGON QUEST XI, plus additional scenarios, orchestral soundtrack, 2D mode and more! Whether you are a longtime fan or a new adventurer, this is the ultimate DQXI experience.","4 Dec, 2020",Square Enix,Square Enix,"39,99€",,,,66,90%,Very Positive,6440,93%,Very Positive,9,10,1,JRPG;Turn-Based Combat;RPG;Party-Based RPG;Story Rich;Dragons;3D;Funny;Adventure;2D;Fantasy;Singleplayer;Colorful;Action;Third Person;Anime;Crafting;Open World;Character Customization;Cartoony,https://store.steampowered.com/app/1295510/DRAGON_QUEST_XI_S_Ecos_de_un_pasado_perdido__Edicin_definitiva/?snr=1_7_7_7000_150_12
47890,The Sims™ 3,The Sims 3: Create the perfect world with full customization at your fingertips. Refine personalities and help fulfill destinies.,"2 Jun, 2009",The Sims Studio,Electronic Arts,"39,99€",,,,147,89%,Very Positive,27040,86%,Very Positive,9,10,1,Life Sim;Simulation;Character Customization;Building;Sandbox;Singleplayer;Casual;Funny;Moddable;Romance;RPG;Family Friendly;Comedy;Adventure;Replay Value;Multiplayer;Nudity;Great Soundtrack;Strategy;Action,https://store.steampowered.com/app/47890/The_Sims_3/?snr=1_7_7_7000_150_12
359510,Tangle Tower,"Unravel a thrilling mystery by exploring a strange and twisted mansion, discovering curious clues, interrogating peculiar suspects and solving unique puzzles. Will you be able to uncover the secrets of Tangle Tower?","22 Oct, 2019",SFB Games,SFB Games,,-80%,"19,50€","3,90€",47,93%,Very Positive,3537,95%,Overwhelmingly Positive,10,10,1,Detective;Point & Click;Exploration;Visual Novel;Puzzle;Funny;Story Rich;2D;Mystery;Conversation;Noir;Crime;Atmospheric;Comedy;Adventure;Singleplayer;Indie;Investigation;Hand-drawn;Great Soundtrack,https://store.steampowered.com/app/359510/Tangle_Tower/?snr=1_7_7_7000_150_12
1128810,RISK: Global Domination,"Take over the world in RISK Global Domination, the iconic strategy board game.","19 Feb, 2020",SMG Studio,SMG Studio,,,,"74,03€",401,74%,Mostly Positive,33254,81%,Very Positive,9,10,1,Free to Play;Board Game;Multiplayer;Strategy;Turn-Based Strategy;War;Turn-Based;Tactical;Singleplayer;Casual;Turn-Based Tactics;Tabletop;Local Co-Op;Classic;Indie;Online Co-Op;Grand Strategy;Local Multiplayer;Psychological Horror;Massively Multiplayer,https://store.steampowered.com/app/1128810/RISK_Global_Domination/?snr=1_7_7_7000_150_12
363360,Interstellar Rift,Interstellar Rift is an open world starship simulator with an emphasis on ship construction and multi-player interaction. Survive in a hostile galaxy with your own custom designed and constructed starship. Invite other players to join your crew or fight them across the galaxy!,"24 Sep, 2020",Split Polygon,Iceberg Interactive,,-70%,"19,50€","5,85€",,,,1298,69%,Mixed,6,10,1,Space Sim;Building;Open World;Exploration;Crafting;Sandbox;PvP;Mining;Survival;First-Person;Trading;Space;3D;Action;Sci-fi;Simulation;Atmospheric;Adventure;Futuristic;Aliens,https://store.steampowered.com/app/363360/Interstellar_Rift/?snr=1_7_7_7000_150_12
575720,Mighty Party,"Lead your MIGHTY PARTY to victory! Fast 3-MINUTE BATTLES will not let you get bored! Dozens of heroes reveal THOUSANDS of unique tactics to defeat all the opponents! Play Imperial Archer, protect him with Wind Ninja, strengthen them with Magic of Divinity and destroy opponent’s forces!","30 Mar, 2017",Panoramik Games LTD,Panoramik Games LTD,,,,,,,,2338,58%,Mixed,6,10,1,Free to Play;Card Game;Strategy;RPG;MMORPG;Turn-Based Tactics;Massively Multiplayer;PvP;Turn-Based Combat;Adventure;Team-Based;Action;Fast-Paced;Trading Card Game;Turn-Based Strategy;Tactical;Competitive;Roguelike;JRPG;Class-Based,https://store.steampowered.com/app/575720/Mighty_Party/?snr=1_7_7_7000_150_12
782330,DOOM Eternal,Hell’s armies have invaded Earth. Become the Slayer in an epic single-player campaign to conquer demons across dimensions and stop the final destruction of humanity. The only thing they fear... is you.,"19 Mar, 2020",id Software,Bethesda Softworks,"19,99€",,,,916,90%,Very Positive,154868,91%,Very Positive,9,10,1,Action;FPS;Great Soundtrack;Gore;Fast-Paced;Demons;Violent;Shooter;First-Person;Singleplayer;Blood;Multiplayer;Sci-fi;Atmospheric;Post-apocalyptic;Mature;Story Rich;Difficult;Adventure;Horror,https://store.steampowered.com/app/782330/DOOM_Eternal/?snr=1_7_7_7000_150_12
1479140,AK-xolotl,"The cutest, deadliest and ONLY top-down roguelike shooter featuring AK-wielding Axolotls. Blast your way through the animal kingdom with an arsenal of kick-ass guns, mighty power-ups and even raise an army of trigger-happy baby axolotls.","14 Sep, 2023",2Awesome Studio,Playstack,,-20%,"18,99€","15,19€",42,69%,Mixed,366,70%,Mostly Positive,7,10,1,Singleplayer;Bullet Hell;Action Roguelike;Pixel Graphics;Roguelike;Colorful;Cute;Top-Down Shooter;Cartoony;RPG;2D;Indie;Action;Shooter;Funny;Difficult;Roguelite;Dungeon Crawler;Arena Shooter;Twin Stick Shooter,https://store.steampowered.com/app/1479140/AKxolotl/?snr=1_7_7_7000_150_12
1611910,"Warhammer 40,000: Chaos Gate - Daemonhunters","Lead humanity’s greatest weapon, the Grey Knights, in this fast-paced turn-based tactical RPG. Root out and purge a galaxy-spanning plague in a cinematic, story-driven campaign, using the tactics and talents of your own personalised squad of Daemonhunters.","5 May, 2022",Complex Games,Frontier Foundry,"44,99€",,,,91,69%,Mixed,7855,78%,Mostly Positive,7,10,1,Warhammer 40K;Turn-Based Strategy;Turn-Based Tactics;Strategy RPG;Tactical;Choices Matter;Strategy;PvE;Character Customization;3D;Third Person;Turn-Based Combat;Story Rich;Dark Fantasy;Stylized;Sci-fi;RPG;Demons;Tactical RPG;Futuristic,https://store.steampowered.com/app/1611910/Warhammer_40000_Chaos_Gate__Daemonhunters/?snr=1_7_7_7000_150_12
205610,Port Royale 3,"Develop a successful trading company, lead your ships in naval battles and force your opponents to their knees!","4 May, 2012",Gaming Minds Studios,Kalypso Media Digital,"14,99€",,,,,,,1025,72%,Mostly Positive,7,10,1,Strategy;Trading;Simulation;Pirates;Economy;Management;Naval;Action;Historical;Naval Combat;Open World;Sailing;Singleplayer;Adventure;City Builder,https://store.steampowered.com/app/205610/Port_Royale_3/?snr=1_7_7_7000_150_12
40300,Risen,"Delve into a gritty, raw and atmospheric fantasy world in which every action has a consequence. In the epic world of Risen, filled with mysterious earthquakes, fearsome monsters and unimaginable treasures, forge your path with the sword, learn the art of staff fighting or become a powerful mage.","30 Oct, 2009",Piranha Bytes;THQ Nordic,THQ Nordic,"14,99€",,,,57,92%,Very Positive,6185,89%,Very Positive,9,10,1,RPG;Open World;Gothic;Fantasy;Adventure;Singleplayer;Atmospheric;Third Person;Exploration;Action;Magic;Dark Fantasy;Action RPG;Story Rich;Great Soundtrack;Medieval;Difficult;Classic;Sandbox;Character Customization,https://store.steampowered.com/app/40300/Risen/?snr=1_7_7_7000_150_12
249230,Risen 3 - Titan Lords,"The world has been abandoned by its gods and is scarred from the rampage of the Titans. Humanity is struggling to regain strength. You, however, have more pressing concerns: your own life has been shattered and you must set off to reclaim what is lost amidst the darkness spreading throughout the world.","13 Aug, 2014",Piranha Bytes,THQ Nordic,"14,99€",,,,25,80%,Very Positive,3804,72%,Mostly Positive,7,10,1,RPG;Open World;Gothic;Adventure;Atmospheric;Singleplayer;Fantasy;Third Person;Dark Fantasy;Action RPG;Pirates;Action;Story Rich;Magic;Classic;Exploration;Nudity;Sandbox;Old School;Medieval,https://store.steampowered.com/app/249230/Risen_3__Titan_Lords/?snr=1_7_7_7000_150_12
65610,ArcaniA: Fall of Setarrif,"Face the last challenge - determine destiny! A new threat casts its shadow over the Southern Isles. A mysterious demon, consumed by hatred, terrifies the population and pools his force against the coastal city of Setarrif. The dramatic situation exacerbates after a volcanic eruption in the mountains nearby.","24 Oct, 2011",Spellbound,THQ Nordic,"14,99€",,,,,,,597,39%,Mostly Negative,5,10,1,RPG;Singleplayer;Adventure;Gothic;Fantasy;Open World;Action,https://store.steampowered.com/app/65610/ArcaniA_Fall_of_Setarrif/?snr=1_7_7_7000_150_12
757210,EMERGENCY 4 Deluxe,"Coordinate firefighters, police, medical personnel and specialists in the classic EMERGENCY 4 Deluxe! Now with the previously untranslated bonus missions in English.","13 Apr, 2006",Sixteen Tons Entertainment,Sixteen Tons Entertainment,"14,99€",,,,22,72%,Mostly Positive,1463,92%,Very Positive,9,10,1,Simulation;Strategy;Mod;Multiplayer;Moddable;Singleplayer;Realistic;Real-Time;Online Co-Op;Real Time Tactics;RTS;Co-op;Classic;Cult Classic;Retro,https://store.steampowered.com/app/757210/EMERGENCY_4_Deluxe/?snr=1_7_7_7000_150_12
491530,Notruf 112 | Emergency Call 112,"Emergency Call 112 – The Fire Fighting Simulation is an exciting, fully detailed simulation of the eventful life of a big city fire department. It was developed in cooperation with and modelled on the fire brigade of Mülheim, Germany. Mülheim has one of the largest and most modern fire stations in Europe.","9 Nov, 2016",Crenetic GmbH Studios,Aerosoft GmbH,,-40%,"14,95€","8,97€",15,93%,Very Positive,2480,75%,Mostly Positive,7,10,1,Simulation;Realistic;Multiplayer;Singleplayer;Automobile Sim;Driving;Open World;Action;First-Person;Casual;Physics;Third Person;Moddable;Strategy;Adventure;Colorful;Replay Value;Family Friendly;Relaxing;Mod,https://store.steampowered.com/app/491530/Notruf_112__Emergency_Call_112/?snr=1_7_7_7000_150_12
2113040,RUNGORE,Card game mechanics - check; Real time battles - check; Silly humor - check. If this isn't the game of your dreams i don't know what is (Also we have hidden memes everywhere lol),"12 Oct, 2023",YOUR_MOM'S_HP;RavenJm,GrabTheGames;Gamera Games;UpgradePoint,"14,79€",,,,,,,134,80%,Very Positive,9,10,1,Early Access;Card Game;Card Battler;Real Time Tactics;Strategy RPG;Roguelite;Strategy;Pixel Graphics;Beat 'em up;Comedy;Singleplayer;2D;Replay Value;Combat;Deckbuilding;Class-Based;Dark;Roguelike;Adventure;Fantasy,https://store.steampowered.com/app/2113040/RUNGORE/?snr=1_7_7_7000_150_12
1703340,The Stanley Parable: Ultra Deluxe,"The Stanley Parable: Ultra Deluxe is an expanded re-imagining of 2013's The Stanley Parable. You will play as Stanley, and you will not play as Stanley. You will make a choice, and you will become powerless. You are not here to win. The Stanley Parable is a game that plays you.","27 Apr, 2022",Crows Crows Crows,Crows Crows Crows,"21,99€",,,,270,92%,Very Positive,22220,94%,Very Positive,9,10,1,Multiple Endings;Comedy;Choices Matter;Walking Simulator;First-Person;Narration;Singleplayer;Funny;Exploration;3D;Psychological Horror;Adventure;Story Rich;Casual;Emotional;Mystery;Dark Humor;Atmospheric;Horror;Game Development,https://store.steampowered.com/app/1703340/The_Stanley_Parable_Ultra_Deluxe/?snr=1_7_7_7000_150_12
1049280,Pilgrims,"Pilgrims is a playful adventure game, created by the team behind Machinarium and Samorost. Roam the land as you please and make new friends, share a laugh with your fellow travelers and help them complete their little stories, your way. How many different solutions can you find?","7 Oct, 2019",Amanita Design,Amanita Design,,-70%,"6,99€","2,09€",71,98%,Very Positive,3132,96%,Overwhelmingly Positive,10,10,1,Hand-drawn;Short;Stylized;Funny;Cartoon;Replay Value;Relaxing;Singleplayer;2D;Family Friendly;Card Game;Nonlinear;Point & Click;Comedy;Cute;Indie;Puzzle;Cartoony;Adventure;Casual,https://store.steampowered.com/app/1049280/Pilgrims/?snr=1_7_7_7000_150_13
1605220,Dune: Spice Wars,"A 4X real-time strategy game from the developers of the critically acclaimed Northgard. Set in Frank Herbert’s groundbreaking Dune universe, you must lead your faction and battle for control and dominance over the harsh desert planet of Arrakis.","14 Sep, 2023",Shiro Games,Funcom;Shiro Games,"34,99€",,,,201,72%,Mostly Positive,7495,79%,Mostly Positive,7,10,1,Management;Singleplayer;Sci-fi;Strategy;4X;RTS;Simulation;Grand Strategy;Real Time Tactics;Building;Tactical;Economy;War;Diplomacy;Multiplayer;Base Building;Co-op;PvE;PvP;Indie,https://store.steampowered.com/app/1605220/Dune_Spice_Wars/?snr=1_7_7_7000_150_13
1697700,Who's Lila?,"A reverse-detective adventure, where you control your character's face","23 Feb, 2022",Garage Heathen,Garage Heathen;IndieArk,,-40%,"9,99€","5,99€",32,87%,Very Positive,1099,94%,Very Positive,9,10,1,Choose Your Own Adventure;Horror;Detective;Interactive Fiction;Exploration;Puzzle;Point & Click;Visual Novel;Psychological Horror;Tutorial;3D;Surreal;First-Person;Third Person;Lore-Rich;Multiple Endings;Choices Matter;Nonlinear;Casual;Story Rich,https://store.steampowered.com/app/1697700/Whos_Lila/?snr=1_7_7_7000_150_13
1901370,Ib,"A 2D exploration adventure game set in a creepy, mysterious art gallery.","11 Apr, 2022",kouri,PLAYISM,"10,79€",,,,168,98%,Overwhelmingly Positive,2819,99%,Overwhelmingly Positive,10,10,1,Horror;2D;RPGMaker;Psychological Horror;Pixel Graphics;Female Protagonist;Cute;Singleplayer;Adventure;Anime;Atmospheric;Indie;Psychological;Dark Fantasy;Puzzle;Survival Horror;Multiple Endings;Survival;Remake;Great Soundtrack,https://store.steampowered.com/app/1901370/Ib/?snr=1_7_7_7000_150_13
588030,Derail Valley,Drive massive trains and build your career in a vast open railway network. For both PC and VR.,"25 Jan, 2019",Altfuture,Altfuture,"38,99€",,,,158,97%,Overwhelmingly Positive,4491,95%,Overwhelmingly Positive,10,10,1,Early Access;Simulation;Trains;Realistic;VR;Transportation;Driving;Open World;First-Person;Physics;Immersive Sim;Economy;Resource Management;Singleplayer;Indie;Adventure;Replay Value;Sandbox;Procedural Generation;Relaxing,https://store.steampowered.com/app/588030/Derail_Valley/?snr=1_7_7_7000_150_13
965310,The Settlers® : Rise of an Empire - History Edition,Build vibrant cities in a medieval world with this modernized version of The Settlers – Rise of an Empire. Each character leads their individual lives and can be observed by you at any time. Will you go down in history as a legendary king?,"22 Jan, 2019",Ubisoft Blue Byte,Ubisoft,,-60%,"11,99€","4,79€",,,,481,78%,Mostly Positive,7,10,1,Strategy;City Builder;Medieval;Multiplayer;Singleplayer;RTS,https://store.steampowered.com/app/965310/The_Settlers__Rise_of_an_Empire__History_Edition/?snr=1_7_7_7000_150_13
2304640,Hidden Through Time 2: Myths & Magic,"Join Clicky on a new, enchanted adventure in Hidden Through Time 2: Myths & Magic! Search for hidden objects scattered around hand-drawn worlds, and unlock more as you go. With both a single player campaign and an online mode where you can create your own dreamworld, the adventure never ends!","5 Oct, 2023",Rogueside,Rogueside,"12,49€",,,,34,91%,Very Positive,66,90%,Very Positive,9,10,1,Hidden Object;Wholesome;Puzzle;Sandbox;Point & Click;Character Customization;Cute;Historical;Relaxing;Casual;2D;Colorful;Hand-drawn;Family Friendly;Fantasy;Level Editor;Singleplayer;Cozy,https://store.steampowered.com/app/2304640/Hidden_Through_Time_2_Myths__Magic/?snr=1_7_7_7000_150_13
291480,Warface,"Warface is a contemporary MMO first person shooter with millions of fans around the world. It offers intense PvP modes, compelling PvE missions and raids that you can challenge with five diverse classes and a colossal customizable arsenal.","12 Apr, 2012",MY.GAMES,MY.GAMES,,,,,192,54%,Mixed,82317,67%,Mixed,6,10,1,Free to Play;FPS;Realistic;Multiplayer;Shooter;Action;PvP;Co-op;Gun Customization;Character Customization;First-Person;Online Co-Op;Tactical;Strategy;Massively Multiplayer;Military;Team-Based;Adventure;Moddable;Class-Based,https://store.steampowered.com/app/291480/Warface/?snr=1_7_7_7000_150_13
1577620,The Signal State,"Set in a post-apocalyptic future, The Signal State puts your logic skills to the test with complex puzzles inspired by modular synthesizers. Repair machines, rebuild an abandoned farm, and be part of a revolution that will change the fate of agriculture once and for all.","23 Sep, 2021",Reckoner Industries,The Iterative Collective;indienova,,-50%,"16,99€","8,49€",,,,396,88%,Very Positive,9,10,1,Puzzle;Logic;Simulation;Automation;Programming;Indie;Sandbox;Level Editor;Moddable;Tutorial;Dystopian;Futuristic;Hacking;Singleplayer;Robots;2D;Post-apocalyptic;Cyberpunk;Sci-fi;Agriculture,https://store.steampowered.com/app/1577620/The_Signal_State/?snr=1_7_7_7000_150_13
977950,A Dance of Fire and Ice,A Dance of Fire and Ice is a strict rhythm game. Keep your focus as you guide two orbiting planets along a winding path without breaking their perfect equilibrium.,"24 Jan, 2019",7th Beat Games,7th Beat Games;indienova,"4,99€",,,,957,94%,Very Positive,54737,94%,Very Positive,9,10,1,Rhythm;Music;Difficult;Indie;Great Soundtrack;Singleplayer;Level Editor;2D;Action;Psychological Horror;Casual;Games Workshop;Atmospheric;Co-op;Multiplayer,https://store.steampowered.com/app/977950/A_Dance_of_Fire_and_Ice/?snr=1_7_7_7000_150_13
2209680,Beach Invasion 1944,"Beach Invasion 1944 is a WWII FPS game where you defend the fortified beach against invading forces who will attack you with troops, tanks, planes and more! Use the iconic WWII weapons such as MG42, Flak88 and Panzers, prepare your defenses with mines, explosives and bonuses!","2 Dec, 2022",AIx2 Games,AIx2 Games,,-30%,"9,75€","6,82€",13,92%,Very Positive,575,86%,Very Positive,9,10,1,Action;Casual;World War II;FPS;Wargame;Military;Simulation;3D;Realistic;Shooter;Atmospheric;Shoot 'Em Up;On-Rails Shooter;First-Person;Sniper;War;Tactical;Cinematic;Looter Shooter;Alternate History,https://store.steampowered.com/app/2209680/Beach_Invasion_1944/?snr=1_7_7_7000_150_13
1590910,Forgive Me Father,"Forgive Me Father is a dark retro horror FPS set in a comic book style world inspired by the novels of H.P. Lovecraft. As the only one left with full senses, you begin a journey in search of answers and relief. How long can you last?","7 Apr, 2022",Byte Barrel,Fulqrum Publishing,,-40%,"19,99€","11,99€",84,82%,Very Positive,1785,86%,Very Positive,9,10,1,FPS;Action;Lovecraftian;Shooter;Retro;First-Person;3D;Indie;Stylized;Cartoony;Gore;Violent;Atmospheric;Psychedelic;Dark Fantasy;Singleplayer;Supernatural;Mystery;Combat;Character Customization,https://store.steampowered.com/app/1590910/Forgive_Me_Father/?snr=1_7_7_7000_150_13
1330470,F.I.S.T.: Forged In Shadow Torch,"F.I.S.T.: Forged In Shadow Torch is a Metroidvania action game featuring exploration, intense combat and challenging platforming.","2 Oct, 2021",TiGames,bilibili,,-55%,"29,99€","13,49€",15,86%,Very Positive,5204,89%,Very Positive,9,10,1,Metroidvania;Platformer;Action;Steampunk;Adventure;Singleplayer;2D Platformer;Story Rich;Exploration;Action-Adventure;Retro;Linear;Indie;2.5D;3D Vision;Combat;Simulation;Old School;Third Person;Stylized,https://store.steampowered.com/app/1330470/FIST_Forged_In_Shadow_Torch/?snr=1_7_7_7000_150_13
2131650,METAL GEAR SOLID 3: Snake Eater - Master Collection Version,Metal Gear Solid 3: Snake Eater is the origin story of Naked Snake and his mentor The Boss and the fifth title in the METAL GEAR series.,"24 Oct, 2023",KONAMI,KONAMI,"19,99€",,,,,,,920,61%,Mixed,6,10,1,Action;Adventure;Action-Adventure;Third-Person Shooter;Exploration;Stealth;3D;Third Person;Cinematic;Survival;Cold War;Drama;War;Tactical;Story Rich;Tanks;Singleplayer;Violent;Great Soundtrack;Military,https://store.steampowered.com/app/2131650/METAL_GEAR_SOLID_3_Snake_Eater__Master_Collection_Version/?snr=1_7_7_7000_150_13
2172860,The Elder Scrolls Online: Necrom,Traverse the Telvanni Peninsula in Morrowind and preserve secrets ascribed to the unfathomable realms of Apocrypha. Unlock the runic power of a brand-new class - the Arcanist - and fight to uphold reality itself.,"5 Jun, 2023",ZeniMax Online Studios,Bethesda Softworks,"39,99€",,,,10,50%,Mixed,192,74%,Mostly Positive,7,10,1,RPG;Action;Adventure;Massively Multiplayer;Open World;Fantasy;MMORPG;Exploration;Singleplayer;Supernatural;Multiplayer;Character Customization;Story Rich;PvP;PvE;Choose Your Own Adventure;Lore-Rich;Action RPG;Class-Based;Dark Fantasy,https://store.steampowered.com/app/2172860/The_Elder_Scrolls_Online_Necrom/?snr=1_7_7_7000_150_13
756800,Contraband Police,"Take over the duties of a border guard inspector in a communist country of the 80's. Smuggling, corruption and forgery are the order of the day here. Be vigilant and earn the respect of your superiors.","8 Mar, 2023",Crazy Rocks,PlayWay S.A.,"19,50€",,,,685,96%,Overwhelmingly Positive,9255,94%,Very Positive,9,10,1,Open World;Action;First-Person;Multiple Endings;Realistic;1980s;Singleplayer;Automobile Sim;Simulation;Story Rich;FPS;Survival;Management;Action-Adventure;Immersive Sim;Detective;Physics;Destruction;Atmospheric;Indie,https://store.steampowered.com/app/756800/Contraband_Police/?snr=1_7_7_7000_150_13
1135230,Ember Knights,"Ember Knights is an action rogue-lite for 1-4 players where you play as legendary knights, the last spark of hope against the mad sorcerer Praxis and his hordes of unwavering fiends. Wield weapons & skills, build synergies with game-changing relics and free the universe of Praxis’ corruption.","18 Jul, 2023",Doom Turtle,Twin Sails Interactive,"19,99€",,,,88,93%,Very Positive,3223,94%,Very Positive,9,10,1,Action Roguelike;Pixel Graphics;Roguelite;Dungeon Crawler;Hack and Slash;Co-op;Multiplayer;Online Co-Op;RPG;Adventure;Action;Local Co-Op;Singleplayer;2D;Roguelike;Local Multiplayer;Top-Down;Combat;Procedural Generation;Choices Matter,https://store.steampowered.com/app/1135230/Ember_Knights/?snr=1_7_7_7000_150_13
1196590,Resident Evil Village,"Experience survival horror like never before in the 8th major installment in the Resident Evil franchise - Resident Evil Village. With detailed graphics, intense first-person action and masterful storytelling, the terror has never felt more realistic.","6 May, 2021","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","39,99€",,,,882,95%,Overwhelmingly Positive,66927,95%,Overwhelmingly Positive,10,10,1,Survival Horror;Horror;First-Person;Singleplayer;Sexual Content;Action;Zombies;Gore;Story Rich;Atmospheric;FPS;Violent;Dark;Survival;Psychological Horror;Adventure;Open World;VR;Multiplayer;Nudity,https://store.steampowered.com/app/1196590/Resident_Evil_Village/?snr=1_7_7_7000_150_13
1378990,Crash Bandicoot™ 4: It’s About Time,It’s About Time - the critically-acclaimed Crash Bandicoot™ 4: It's About Time is now on Steam!,"18 Oct, 2022",Toys for Bob;Beenox;Activision Shanghai;Hardsuit Labs;Iron Galaxy Studios,Activision,"39,99€",,,,48,87%,Very Positive,1747,87%,Very Positive,9,10,1,Action;3D Platformer;Platformer;Adventure;Action-Adventure;Cartoony;Singleplayer;Difficult;3D;Third Person;Comedy;Colorful;Family Friendly;Great Soundtrack;Souls-like,https://store.steampowered.com/app/1378990/Crash_Bandicoot_4_Its_About_Time/?snr=1_7_7_7000_150_13
784150,Workers & Resources: Soviet Republic,Workers & Resources: Soviet Republic is the ultimate real-time soviet-themed city builder tycoon game. Construct your own republic and transform a poor country into a rich industrial superpower!,"15 Mar, 2019",3Division,Hooded Horse,"39,99€",,,,225,88%,Very Positive,13046,92%,Very Positive,9,10,1,Simulation;City Builder;Building;Sandbox;Management;Strategy;Economy;Realistic;Moddable;Relaxing;Casual;Resource Management;Atmospheric;Open World;Singleplayer;Replay Value;Real-Time with Pause;Modern;Family Friendly;Early Access,https://store.steampowered.com/app/784150/Workers__Resources_Soviet_Republic/?snr=1_7_7_7000_150_13
482400,System Shock,A first-person fight to the death in the depths of space!,"30 May, 2023",Nightdive Studios,Prime Matter,"39,99€",,,,120,86%,Very Positive,5013,92%,Very Positive,9,10,1,Action;Adventure;Immersive Sim;Cyberpunk;Sci-fi;Remake;Horror;FPS;Atmospheric;Singleplayer;First-Person;Space;Survival Horror;Shooter;Gore;Story Rich;Violent;RPG;Kickstarter;Survival,https://store.steampowered.com/app/482400/System_Shock/?snr=1_7_7_7000_150_13
379720,DOOM,"Now includes all three premium DLC packs (Unto the Evil, Hell Followed, and Bloodfall), maps, modes, and weapons, as well as all feature updates including Arcade Mode, Photo Mode, and the latest Update 6.66, which brings further multiplayer improvements as well as revamps multiplayer progression.","12 May, 2016",id Software,Bethesda Softworks,"19,99€",,,,656,96%,Overwhelmingly Positive,122348,95%,Overwhelmingly Positive,10,10,1,FPS;Gore;Action;Shooter;Demons;Great Soundtrack;First-Person;Fast-Paced;Singleplayer;Multiplayer;Sci-fi;Horror;Atmospheric;Classic;Blood;Difficult;Remake;Zombies;Co-op;Violent,https://store.steampowered.com/app/379720/DOOM/?snr=1_7_7_7000_150_13
2063610,Pro Cycling Manager 2023,"Manage a team of professional cyclists: control the budget, recruit young talent, train riders and devise race strategies. Jostle for position to reach the top of the world rankings!","8 Jun, 2023",Cyanide Studio,Nacon,"39,99€",,,,11,90%,Very Positive,212,66%,Mixed,6,10,1,Simulation;Sports;Multiplayer;Singleplayer;Management;Realistic;Strategy;Family Friendly;Racing;Competitive;Cycling;Bikes,https://store.steampowered.com/app/2063610/Pro_Cycling_Manager_2023/?snr=1_7_7_7000_150_13
1672970,Minecraft Dungeons,"Fight your way through an exciting action-adventure game, inspired by classic dungeon crawlers and set in the Minecraft universe!","22 Sep, 2021",Mojang Studios;‪Double Eleven,Xbox Game Studios,"19,99€",,,,186,95%,Overwhelmingly Positive,8294,91%,Very Positive,9,10,1,Dungeon Crawler;Hack and Slash;Adventure;Action;RPG;Action RPG;Action-Adventure;Exploration;Top-Down;Arcade;Isometric;Loot;Colorful;Voxel;Cute;Fantasy;Family Friendly;Atmospheric;Funny;Magic,https://store.steampowered.com/app/1672970/Minecraft_Dungeons/?snr=1_7_7_7000_150_13
996580,Spyro™ Reignited Trilogy,"Same sick burns, same smoldering attitude, now all scaled up in stunning HD, Spyro is back in the Spyro™ Reignited Trilogy! Rekindle the fire with remastered versions of the original three games, Spyro™ the Dragon, Spyro™ 2: Ripto's Rage! and Spyro™: Year of the Dragon.","3 Sep, 2019",Toys for Bob;Iron Galaxy,Activision,"39,99€",,,,77,93%,Very Positive,10506,93%,Very Positive,9,10,1,3D Platformer;Adventure;Remake;Dragons;Family Friendly;Action;Classic;Singleplayer;Platformer;Cute;Colorful;Fantasy;Collectathon;Cult Classic;Cartoony;Great Soundtrack;Casual;Third Person;Atmospheric;Funny,https://store.steampowered.com/app/996580/Spyro_Reignited_Trilogy/?snr=1_7_7_7000_150_13
